DATE,GROSS_LEV_AVG_EU_RA,NET_LEV_AVG_EU_RA,GROSS_LEV_MEDIAN_US_RA,NET_LEV_MEDIAN_US_RA,GROSS_LEV_MEDIAN_ASIA_RA,NET_LEV_MEDIAN_ASIA_RA
"4/29/16","1.9325","0.3770","1.5371","0.4341","1.3532","0.3766"
"5/2/16","1.9332","0.3761","1.5324","0.4374","1.3542","0.3775"
"5/3/16","1.9224","0.3713","1.5260","0.4402","1.3501","0.3775"
"5/4/16","1.9152","0.3646","1.5256","0.4397","1.3479","0.3753"
"5/5/16","1.9072","0.3581","1.5265","0.4378","1.3428","0.3709"
"5/6/16","1.8999","0.3566","1.5274","0.4322","1.3387","0.3672"
"5/9/16","1.8903","0.3553","1.5279","0.4285","1.3386","0.3602"
"5/10/16","1.8882","0.3573","1.5295","0.4322","1.3389","0.3577"
"5/11/16","1.8885","0.3594","1.5275","0.4322","1.3416","0.3567"
"5/12/16","1.8929","0.3613","1.5252","0.4314","1.3332","0.3571"
"5/13/16","1.8955","0.3624","1.5227","0.4325","1.3251","0.3582"
"5/16/16","1.9002","0.3639","1.5210","0.4323","1.3200","0.3584"
"5/17/16","1.9038","0.3621","1.5195","0.4215","1.3152","0.3570"
"5/18/16","1.9024","0.3604","1.5190","0.4171","1.3149","0.3514"
"5/19/16","1.8987","0.3580","1.5231","0.4161","1.3181","0.3449"
"5/20/16","1.8934","0.3581","1.5293","0.4242","1.3195","0.3422"
"5/23/16","1.8873","0.3554","1.5344","0.4269","1.3207","0.3427"
"5/24/16","1.8829","0.3551","1.5357","0.4382","1.3204","0.3385"
"5/25/16","1.8837","0.3557","1.5324","0.4479","1.3208","0.3444"
"5/26/16","1.8893","0.3585","1.5298","0.4566","1.3236","0.3473"
"5/27/16","1.8978","0.3603","1.5274","0.4603","1.3311","0.3548"
"5/30/16","1.9056","0.3638","1.5255","0.4678","1.3333","0.3623"
"5/31/16","1.9122","0.3659","1.5220","0.4683","1.3356","0.3779"
"6/1/16","1.9186","0.3680","1.5258","0.4706","1.3397","0.3832"
"6/2/16","1.9214","0.3703","1.5282","0.4720","1.3429","0.3916"
"6/3/16","1.9241","0.3713","1.5256","0.4699","1.3396","0.3892"
"6/6/16","1.9298","0.3736","1.5207","0.4703","1.3433","0.3876"
"6/7/16","1.9410","0.3784","1.5243","0.4700","1.3501","0.3827"
"6/8/16","1.9503","0.3856","1.5242","0.4682","1.3550","0.3859"
"6/9/16","1.9591","0.3907","1.5225","0.4681","1.3570","0.3877"
"6/10/16","1.9655","0.3935","1.5251","0.4648","1.3602","0.3859"
"6/13/16","1.9678","0.3925","1.5288","0.4557","1.3602","0.3819"
"6/14/16","1.9595","0.3884","1.5276","0.4477","1.3586","0.3711"
"6/15/16","1.9507","0.3819","1.5274","0.4431","1.3568","0.3644"
"6/16/16","1.9363","0.3743","1.5259","0.4367","1.3561","0.3500"
"6/17/16","1.9218","0.3704","1.5250","0.4354","1.3560","0.3454"
"6/20/16","1.9154","0.3720","1.5262","0.4406","1.3509","0.3504"
"6/21/16","1.9150","0.3746","1.5267","0.4487","1.3469","0.3616"
"6/22/16","1.9158","0.3767","1.5316","0.4517","1.3421","0.3636"
"6/23/16","1.9223","0.3824","1.5373","0.4557","1.3404","0.3771"
"6/24/16","1.9023","0.3753","1.5360","0.4515","1.3330","0.3760"
"6/27/16","1.8671","0.3576","1.5297","0.4413","1.3329","0.3696"
"6/28/16","1.8389","0.3420","1.5286","0.4348","1.3313","0.3632"
"6/29/16","1.8175","0.3319","1.5255","0.4358","1.3261","0.3616"
"6/30/16","1.7974","0.3157","1.5280","0.4349","1.3153","0.3608"
"7/1/16","1.8052","0.3126","1.5343","0.4452","1.3112","0.3723"
"7/4/16","1.8189","0.3167","1.5438","0.4579","1.3011","0.3834"
"7/5/16","1.8195","0.3156","1.5493","0.4616","1.2920","0.3957"
"7/6/16","1.8087","0.3069","1.5527","0.4624","1.2949","0.4008"
"7/7/16","1.7967","0.3017","1.5513","0.4650","1.2999","0.4006"
"7/8/16","1.7894","0.2999","1.5558","0.4660","1.3066","0.3981"
"7/11/16","1.7909","0.3005","1.5570","0.4671","1.3206","0.3994"
"7/12/16","1.8008","0.3076","1.5632","0.4713","1.3324","0.3998"
"7/13/16","1.8145","0.3164","1.5706","0.4724","1.3429","0.4053"
"7/14/16","1.8327","0.3255","1.5793","0.4762","1.3564","0.4151"
"7/15/16","1.8444","0.3299","1.5783","0.4749","1.3730","0.4260"
"7/18/16","1.8522","0.3329","1.5821","0.4745","1.3832","0.4310"
"7/19/16","1.8581","0.3316","1.5827","0.4733","1.3969","0.4357"
"7/20/16","1.8657","0.3324","1.5822","0.4741","1.4015","0.4392"
"7/21/16","1.8697","0.3358","1.5769","0.4679","1.4053","0.4405"
"7/22/16","1.8773","0.3423","1.5797","0.4663","1.4065","0.4391"
"7/25/16","1.8828","0.3492","1.5800","0.4634","1.4174","0.4383"
"7/26/16","1.8867","0.3573","1.5801","0.4620","1.4260","0.4392"
"7/27/16","1.8856","0.3629","1.5791","0.4615","1.4354","0.4422"
"7/28/16","1.8851","0.3652","1.5819","0.4646","1.4369","0.4438"
"7/29/16","1.8874","0.3634","1.5800","0.4672","1.4406","0.4448"
"8/1/16","1.8843","0.3590","1.5773","0.4676","1.4341","0.4458"
"8/2/16","1.8826","0.3511","1.5741","0.4659","1.4269","0.4462"
"8/3/16","1.8871","0.3442","1.5737","0.4612","1.4197","0.4381"
"8/4/16","1.8870","0.3392","1.5733","0.4586","1.4184","0.4353"
"8/5/16","1.8816","0.3368","1.5736","0.4583","1.4125","0.4377"
"8/8/16","1.8760","0.3377","1.5759","0.4585","1.4091","0.4457"
"8/9/16","1.8763","0.3481","1.5771","0.4626","1.4118","0.4529"
"8/10/16","1.8696","0.3570","1.5740","0.4645","1.4163","0.4643"
"8/11/16","1.8629","0.3674","1.5696","0.4657","1.4239","0.4761"
"8/12/16","1.8546","0.3765","1.5702","0.4639","1.4227","0.4817"
"8/15/16","1.8522","0.3849","1.5693","0.4659","1.4283","0.4869"
"8/16/16","1.8444","0.3883","1.5679","0.4660","1.4294","0.4899"
"8/17/16","1.8382","0.3925","1.5679","0.4703","1.4303","0.4948"
"8/18/16","1.8379","0.3948","1.5690","0.4760","1.4271","0.4972"
"8/19/16","1.8390","0.3980","1.5697","0.4781","1.4386","0.4986"
"8/22/16","1.8384","0.4007","1.5717","0.4790","1.4415","0.4909"
"8/23/16","1.8385","0.4040","1.5756","0.4835","1.4434","0.4810"
"8/24/16","1.8402","0.4091","1.5775","0.4832","1.4421","0.4734"
"8/25/16","1.8465","0.4141","1.5809","0.4794","1.4421","0.4610"
"8/26/16","1.8522","0.4188","1.5800","0.4772","1.4351","0.4573"
"8/29/16","1.8583","0.4217","1.5784","0.4788","1.4279","0.4545"
"8/30/16","1.8636","0.4249","1.5794","0.4735","1.4237","0.4559"
"8/31/16","1.8726","0.4251","1.5830","0.4704","1.4202","0.4603"
"9/1/16","1.8686","0.4232","1.5832","0.4679","1.4187","0.4642"
"9/2/16","1.8739","0.4207","1.5865","0.4716","1.4220","0.4626"
"9/5/16","1.8746","0.4136","1.5903","0.4704","1.4298","0.4669"
"9/6/16","1.8710","0.4086","1.5914","0.4750","1.4384","0.4727"
"9/7/16","1.8646","0.4050","1.5933","0.4808","1.4491","0.4732"
"9/8/16","1.8671","0.4019","1.5965","0.4838","1.4549","0.4743"
"9/9/16","1.8624","0.3950","1.5954","0.4792","1.4589","0.4796"
"9/12/16","1.8678","0.3896","1.5921","0.4770","1.4583","0.4754"
"9/13/16","1.8738","0.3797","1.5887","0.4692","1.4511","0.4686"
"9/14/16","1.8802","0.3715","1.5845","0.4649","1.4399","0.4596"
"9/15/16","1.8846","0.3669","1.5823","0.4650","1.4351","0.4562"
"9/16/16","1.8873","0.3679","1.5841","0.4637","1.4274","0.4517"
"9/19/16","1.8848","0.3737","1.5855","0.4654","1.4229","0.4523"
"9/20/16","1.8837","0.3781","1.5825","0.4682","1.4205","0.4548"
"9/21/16","1.8857","0.3827","1.5811","0.4713","1.4226","0.4646"
"9/22/16","1.8899","0.3857","1.5773","0.4730","1.4182","0.4737"
"9/23/16","1.8934","0.3899","1.5764","0.4776","1.4108","0.4777"
"9/26/16","1.8957","0.3874","1.5737","0.4732","1.4034","0.4761"
"9/27/16","1.8994","0.3883","1.5769","0.4735","1.3964","0.4710"
"9/28/16","1.9074","0.3882","1.5801","0.4706","1.3886","0.4611"
"9/29/16","1.9158","0.3856","1.5819","0.4630","1.3853","0.4490"
"9/30/16","1.9286","0.3818","1.5834","0.4620","1.3842","0.4386"
"10/3/16","1.9359","0.3832","1.5877","0.4627","1.3765","0.4369"
"10/4/16","1.9417","0.3839","1.5893","0.4566","1.3731","0.4380"
"10/5/16","1.9410","0.3857","1.5895","0.4499","1.3693","0.4412"
"10/6/16","1.9298","0.3874","1.5921","0.4498","1.3708","0.4460"
"10/7/16","1.9164","0.3867","1.5903","0.4439","1.3748","0.4536"
"10/10/16","1.9105","0.3883","1.5898","0.4433","1.3817","0.4591"
"10/11/16","1.9029","0.3890","1.5930","0.4443","1.3886","0.4638"
"10/12/16","1.8939","0.3872","1.5991","0.4463","1.3919","0.4660"
"10/13/16","1.9009","0.3885","1.6070","0.4459","1.3824","0.4614"
"10/14/16","1.9087","0.3901","1.6167","0.4474","1.3781","0.4569"
"10/17/16","1.9136","0.3891","1.6223","0.4449","1.3780","0.4529"
"10/18/16","1.9232","0.3872","1.6305","0.4474","1.3745","0.4509"
"10/19/16","1.9377","0.3877","1.6310","0.4505","1.3708","0.4468"
"10/20/16","1.9419","0.3883","1.6324","0.4545","1.3716","0.4504"
"10/21/16","1.9466","0.3892","1.6310","0.4575","1.3663","0.4523"
"10/24/16","1.9538","0.3930","1.6339","0.4624","1.3703","0.4555"
"10/25/16","1.9594","0.4002","1.6322","0.4607","1.3735","0.4566"
"10/26/16","1.9606","0.4066","1.6296","0.4567","1.3800","0.4596"
"10/27/16","1.9627","0.4116","1.6237","0.4526","1.3771","0.4566"
"10/28/16","1.9647","0.4147","1.6246","0.4506","1.3791","0.4526"
"10/31/16","1.9650","0.4136","1.6223","0.4498","1.3733","0.4471"
"11/1/16","1.9648","0.4108","1.6207","0.4504","1.3634","0.4371"
"11/2/16","1.9594","0.4058","1.6196","0.4496","1.3547","0.4281"
"11/3/16","1.9545","0.4020","1.6212","0.4496","1.3596","0.4170"
"11/4/16","1.9494","0.3999","1.6176","0.4486","1.3626","0.4056"
"11/7/16","1.9457","0.4062","1.6145","0.4529","1.3605","0.4028"
"11/8/16","1.9437","0.4114","1.6113","0.4590","1.3582","0.4057"
"11/9/16","1.9433","0.4210","1.6102","0.4694","1.3542","0.4066"
"11/10/16","1.9395","0.4281","1.6081","0.4780","1.3467","0.4206"
"11/11/16","1.9343","0.4296","1.6028","0.4847","1.3331","0.4344"
"11/14/16","1.9310","0.4247","1.5967","0.4832","1.3241","0.4398"
"11/15/16","1.9240","0.4218","1.5930","0.4853","1.3233","0.4454"
"11/16/16","1.9283","0.4171","1.5914","0.4863","1.3239","0.4530"
"11/17/16","1.9347","0.4118","1.5873","0.4886","1.3316","0.4522"
"11/18/16","1.9397","0.4101","1.5860","0.4872","1.3434","0.4538"
"11/21/16","1.9430","0.4085","1.5897","0.4907","1.3502","0.4571"
"11/22/16","1.9501","0.4066","1.5911","0.4921","1.3501","0.4632"
"11/23/16","1.9467","0.4037","1.5929","0.4918","1.3510","0.4676"
"11/24/16","1.9438","0.4021","1.5957","0.4913","1.3536","0.4689"
"11/25/16","1.9436","0.4032","1.5992","0.4966","1.3578","0.4727"
"11/28/16","1.9442","0.4039","1.6005","0.4958","1.3662","0.4776"
"11/29/16","1.9429","0.4045","1.5987","0.4969","1.3722","0.4710"
"11/30/16","1.9449","0.4056","1.5963","0.4983","1.3782","0.4669"
"12/1/16","1.9457","0.4081","1.5962","0.4965","1.3754","0.4669"
"12/2/16","1.9444","0.4090","1.5967","0.4939","1.3642","0.4680"
"12/5/16","1.9336","0.4117","1.5962","0.4955","1.3516","0.4656"
"12/6/16","1.9264","0.4137","1.5964","0.4960","1.3483","0.4703"
"12/7/16","1.9226","0.4164","1.5986","0.4988","1.3460","0.4723"
"12/8/16","1.9229","0.4185","1.6018","0.5116","1.3481","0.4762"
"12/9/16","1.9232","0.4195","1.6028","0.5222","1.3494","0.4740"
"12/12/16","1.9350","0.4204","1.6059","0.5279","1.3504","0.4693"
"12/13/16","1.9498","0.4238","1.6106","0.5332","1.3455","0.4641"
"12/14/16","1.9579","0.4221","1.6119","0.5308","1.3419","0.4593"
"12/15/16","1.9636","0.4201","1.6089","0.5208","1.3407","0.4463"
"12/16/16","1.9670","0.4144","1.6070","0.5121","1.3430","0.4389"
"12/19/16","1.9603","0.4102","1.6018","0.5066","1.3458","0.4285"
"12/20/16","1.9477","0.4040","1.5953","0.5023","1.3473","0.4185"
"12/21/16","1.9362","0.4000","1.5912","0.5032","1.3478","0.4073"
"12/22/16","1.9211","0.3939","1.5852","0.5017","1.3435","0.3995"
"12/23/16","1.9102","0.3924","1.5797","0.5007","1.3397","0.3925"
"12/26/16","1.9057","0.3890","1.5762","0.4993","1.3354","0.3918"
"12/27/16","1.9013","0.3852","1.5744","0.4961","1.3355","0.3910"
"12/28/16","1.8965","0.3817","1.5699","0.4906","1.3345","0.3930"
"12/29/16","1.8962","0.3808","1.5692","0.4872","1.3296","0.3966"
"12/30/16","1.9049","0.3813","1.5676","0.4817","1.3309","0.3925"
"1/2/17","1.9083","0.3783","1.5646","0.4762","1.3339","0.3896"
"1/3/17","1.9227","0.3795","1.5599","0.4709","1.3336","0.3865"
"1/4/17","1.9312","0.3807","1.5580","0.4708","1.3360","0.3874"
"1/5/17","1.9447","0.3797","1.5547","0.4733","1.3438","0.3876"
"1/6/17","1.9444","0.3769","1.5522","0.4795","1.3457","0.3932"
"1/9/17","1.9504","0.3776","1.5480","0.4839","1.3459","0.3963"
"1/10/17","1.9424","0.3758","1.5463","0.4877","1.3500","0.3996"
"1/11/17","1.9464","0.3768","1.5463","0.4896","1.3503","0.4031"
"1/12/17","1.9454","0.3807","1.5474","0.4898","1.3542","0.4025"
"1/13/17","1.9479","0.3866","1.5556","0.4905","1.3629","0.4029"
"1/16/17","1.9503","0.3924","1.5669","0.4933","1.3714","0.4033"
"1/17/17","1.9572","0.3977","1.5745","0.4949","1.3798","0.4052"
"1/18/17","1.9589","0.4021","1.5797","0.4971","1.3954","0.4043"
"1/19/17","1.9604","0.4060","1.5858","0.4993","1.3991","0.4082"
"1/20/17","1.9621","0.4087","1.5867","0.5014","1.4009","0.4085"
"1/23/17","1.9660","0.4116","1.5867","0.5032","1.4033","0.4095"
"1/24/17","1.9689","0.4130","1.5849","0.5063","1.4013","0.4098"
"1/25/17","1.9732","0.4159","1.5843","0.5076","1.3926","0.4101"
"1/26/17","1.9737","0.4165","1.5843","0.5120","1.3929","0.4116"
"1/27/17","1.9836","0.4195","1.5833","0.5098","1.3905","0.4154"
"1/30/17","1.9912","0.4208","1.5840","0.5081","1.3855","0.4173"
"1/31/17","2.0002","0.4197","1.5918","0.5029","1.3858","0.4185"
"2/1/17","2.0063","0.4164","1.5989","0.5007","1.3874","0.4189"
"2/2/17","2.0145","0.4179","1.6031","0.4943","1.3876","0.4173"
"2/3/17","2.0130","0.4180","1.6078","0.4943","1.3858","0.4113"
"2/6/17","2.0053","0.4147","1.6093","0.4919","1.3897","0.4099"
"2/7/17","2.0022","0.4184","1.6058","0.4930","1.3893","0.4057"
"2/8/17","1.9946","0.4183","1.6035","0.4907","1.3865","0.4045"
"2/9/17","1.9951","0.4228","1.6011","0.4919","1.3851","0.4051"
"2/10/17","1.9914","0.4229","1.5977","0.4913","1.3903","0.4135"
"2/13/17","1.9943","0.4301","1.6000","0.4934","1.3948","0.4201"
"2/14/17","1.9917","0.4333","1.6032","0.4983","1.4010","0.4333"
"2/15/17","1.9968","0.4406","1.6066","0.5060","1.4098","0.4423"
"2/16/17","1.9920","0.4404","1.6084","0.5081","1.4183","0.4549"
"2/17/17","1.9929","0.4435","1.6079","0.5103","1.4184","0.4651"
"2/20/17","1.9923","0.4442","1.6061","0.5123","1.4174","0.4774"
"2/21/17","1.9922","0.4462","1.6042","0.5127","1.4159","0.4846"
"2/22/17","1.9924","0.4496","1.6008","0.5106","1.4128","0.4970"
"2/23/17","1.9970","0.4524","1.5990","0.5128","1.4082","0.4997"
"2/24/17","1.9989","0.4539","1.6004","0.5139","1.4111","0.4966"
"2/27/17","2.0027","0.4571","1.5987","0.5152","1.4082","0.4887"
"2/28/17","2.0040","0.4585","1.5989","0.5120","1.4074","0.4805"
"3/1/17","1.9976","0.4589","1.5925","0.5135","1.4051","0.4694"
"3/2/17","1.9857","0.4578","1.5895","0.5135","1.4014","0.4642"
"3/3/17","1.9766","0.4597","1.5874","0.5140","1.3954","0.4601"
"3/6/17","1.9635","0.4588","1.5863","0.5149","1.3951","0.4575"
"3/7/17","1.9489","0.4569","1.5864","0.5144","1.3948","0.4547"
"3/8/17","1.9405","0.4550","1.5908","0.5086","1.3961","0.4508"
"3/9/17","1.9348","0.4576","1.5934","0.5033","1.3935","0.4450"
"3/10/17","1.9328","0.4598","1.5955","0.5004","1.3960","0.4431"
"3/13/17","1.9347","0.4616","1.5968","0.4961","1.4017","0.4450"
"3/14/17","1.9370","0.4641","1.5960","0.4954","1.4022","0.4487"
"3/15/17","1.9417","0.4668","1.5994","0.4968","1.4045","0.4563"
"3/16/17","1.9488","0.4712","1.6025","0.4999","1.4130","0.4678"
"3/17/17","1.9409","0.4743","1.6028","0.5013","1.4142","0.4785"
"3/20/17","1.9297","0.4818","1.6018","0.5018","1.4113","0.4895"
"3/21/17","1.9201","0.4879","1.6023","0.5007","1.4138","0.5019"
"3/22/17","1.9091","0.4928","1.6002","0.4969","1.4080","0.5016"
"3/23/17","1.8948","0.4955","1.6000","0.4910","1.4014","0.5073"
"3/24/17","1.8880","0.4961","1.5991","0.4859","1.3996","0.5123"
"3/27/17","1.8846","0.4940","1.5976","0.4825","1.3952","0.5081"
"3/28/17","1.8807","0.4941","1.5967","0.4849","1.3933","0.5027"
"3/29/17","1.8749","0.4958","1.5966","0.4892","1.4017","0.5033"
"3/30/17","1.8784","0.4965","1.5940","0.4948","1.4107","0.4917"
"3/31/17","1.8861","0.4976","1.5959","0.4960","1.4165","0.4818"
"4/3/17","1.8880","0.4960","1.5951","0.4969","1.4272","0.4813"
"4/4/17","1.8913","0.4935","1.5918","0.4937","1.4353","0.4764"
"4/5/17","1.8913","0.4873","1.5864","0.4885","1.4411","0.4793"
"4/6/17","1.8844","0.4806","1.5827","0.4836","1.4415","0.4860"
"4/7/17","1.8775","0.4768","1.5785","0.4821","1.4491","0.4875"
"4/10/17","1.8759","0.4771","1.5824","0.4813","1.4562","0.4834"
"4/11/17","1.8730","0.4775","1.5896","0.4827","1.4623","0.4795"
"4/12/17","1.8759","0.4824","1.5978","0.4853","1.4670","0.4728"
"4/13/17","1.8793","0.4862","1.6040","0.4859","1.4749","0.4664"
"4/14/17","1.8840","0.4898","1.6079","0.4857","1.4764","0.4613"
"4/17/17","1.8864","0.4919","1.6099","0.4887","1.4763","0.4579"
"4/18/17","1.8916","0.4937","1.6102","0.4866","1.4740","0.4561"
"4/19/17","1.8919","0.4949","1.6094","0.4852","1.4736","0.4548"
"4/20/17","1.8883","0.4949","1.6096","0.4894","1.4727","0.4567"
"4/21/17","1.8734","0.4888","1.6094","0.4908","1.4725","0.4572"
"4/24/17","1.8684","0.4915","1.6095","0.4926","1.4780","0.4710"
"4/25/17","1.8618","0.4960","1.6141","0.4979","1.4821","0.4899"
"4/26/17","1.8565","0.4977","1.6195","0.5015","1.4910","0.5058"
"4/27/17","1.8570","0.5007","1.6231","0.5022","1.5012","0.5196"
"4/28/17","1.8642","0.5080","1.6264","0.5039","1.4999","0.5182"
"5/1/17","1.8640","0.5073","1.6305","0.5016","1.5031","0.5187"
"5/2/17","1.8652","0.5050","1.6276","0.4983","1.5142","0.5169"
"5/3/17","1.8562","0.5002","1.6227","0.4954","1.5128","0.5136"
"5/4/17","1.8513","0.4977","1.6195","0.4916","1.5095","0.5004"
"5/5/17","1.8493","0.4960","1.6224","0.4906","1.5060","0.4896"
"5/8/17","1.8453","0.4939","1.6243","0.4915","1.5045","0.4804"
"5/9/17","1.8391","0.4926","1.6285","0.4953","1.4978","0.4749"
"5/10/17","1.8460","0.4944","1.6371","0.5002","1.4953","0.4735"
"5/11/17","1.8451","0.4938","1.6450","0.5035","1.4917","0.4788"
"5/12/17","1.8441","0.4913","1.6458","0.5025","1.4930","0.4818"
"5/15/17","1.8504","0.4916","1.6446","0.5001","1.4906","0.4855"
"5/16/17","1.8583","0.4933","1.6429","0.4957","1.4910","0.4866"
"5/17/17","1.8662","0.4927","1.6357","0.4864","1.4913","0.4792"
"5/18/17","1.8706","0.4899","1.6315","0.4788","1.4973","0.4722"
"5/19/17","1.8784","0.4904","1.6327","0.4759","1.4949","0.4699"
"5/22/17","1.8814","0.4894","1.6363","0.4726","1.4941","0.4691"
"5/23/17","1.8845","0.4862","1.6375","0.4698","1.4863","0.4650"
"5/24/17","1.8854","0.4842","1.6411","0.4733","1.4821","0.4691"
"5/25/17","1.8857","0.4784","1.6437","0.4764","1.4815","0.4789"
"5/26/17","1.8823","0.4761","1.6421","0.4790","1.4866","0.4868"
"5/29/17","1.8763","0.4722","1.6396","0.4819","1.4873","0.4922"
"5/30/17","1.8694","0.4679","1.6381","0.4825","1.4928","0.4994"
"5/31/17","1.8744","0.4671","1.6380","0.4810","1.4982","0.5040"
"6/1/17","1.8849","0.4729","1.6401","0.4815","1.4925","0.5046"
"6/2/17","1.8913","0.4721","1.6437","0.4835","1.4946","0.5111"
"6/5/17","1.8967","0.4727","1.6480","0.4844","1.4949","0.5180"
"6/6/17","1.8996","0.4729","1.6528","0.4857","1.4955","0.5215"
"6/7/17","1.8911","0.4713","1.6543","0.4884","1.4935","0.5308"
"6/8/17","1.8802","0.4705","1.6557","0.4892","1.4980","0.5402"
"6/9/17","1.8760","0.4720","1.6605","0.4857","1.4907","0.5454"
"6/12/17","1.8747","0.4726","1.6642","0.4804","1.4857","0.5482"
"6/13/17","1.8763","0.4755","1.6700","0.4780","1.4835","0.5531"
"6/14/17","1.8788","0.4778","1.6762","0.4730","1.4822","0.5484"
"6/15/17","1.8823","0.4764","1.6783","0.4676","1.4736","0.5460"
"6/16/17","1.8787","0.4739","1.6700","0.4639","1.4720","0.5424"
"6/19/17","1.8738","0.4736","1.6619","0.4660","1.4686","0.5344"
"6/20/17","1.8659","0.4698","1.6488","0.4630","1.4628","0.5289"
"6/21/17","1.8589","0.4656","1.6367","0.4628","1.4580","0.5285"
"6/22/17","1.8530","0.4648","1.6257","0.4638","1.4575","0.5218"
"6/23/17","1.8530","0.4646","1.6220","0.4658","1.4594","0.5170"
"6/26/17","1.8531","0.4608","1.6201","0.4651","1.4673","0.5231"
"6/27/17","1.8544","0.4579","1.6227","0.4674","1.4703","0.5280"
"6/28/17","1.8584","0.4562","1.6286","0.4692","1.4694","0.5278"
"6/29/17","1.8600","0.4504","1.6320","0.4676","1.4710","0.5332"
"6/30/17","1.8593","0.4448","1.6413","0.4682","1.4721","0.5369"
"7/3/17","1.8578","0.4423","1.6531","0.4686","1.4714","0.5303"
"7/4/17","1.8645","0.4429","1.6631","0.4694","1.4746","0.5245"
"7/5/17","1.8668","0.4440","1.6674","0.4688","1.4842","0.5226"
"7/6/17","1.8714","0.4500","1.6725","0.4655","1.4937","0.5180"
"7/7/17","1.8786","0.4543","1.6714","0.4625","1.5001","0.5128"
"7/10/17","1.8856","0.4563","1.6653","0.4602","1.5066","0.5142"
"7/11/17","1.8875","0.4578","1.6617","0.4581","1.5098","0.5191"
"7/12/17","1.8910","0.4595","1.6603","0.4580","1.5076","0.5211"
"7/13/17","1.8946","0.4602","1.6618","0.4637","1.5062","0.5277"
"7/14/17","1.8995","0.4607","1.6632","0.4670","1.5086","0.5360"
"7/17/17","1.9080","0.4622","1.6661","0.4683","1.5050","0.5424"
"7/18/17","1.9145","0.4620","1.6683","0.4678","1.5081","0.5458"
"7/19/17","1.9263","0.4615","1.6763","0.4677","1.5150","0.5522"
"7/20/17","1.9337","0.4611","1.6827","0.4663","1.5143","0.5567"
"7/21/17","1.9413","0.4604","1.6847","0.4623","1.5089","0.5573"
"7/24/17","1.9437","0.4579","1.6848","0.4582","1.5106","0.5563"
"7/25/17","1.9461","0.4574","1.6860","0.4593","1.5046","0.5573"
"7/26/17","1.9436","0.4577","1.6817","0.4611","1.4954","0.5561"
"7/27/17","1.9459","0.4570","1.6786","0.4615","1.4961","0.5526"
"7/28/17","1.9443","0.4560","1.6769","0.4643","1.4974","0.5473"
"7/31/17","1.9468","0.4572","1.6758","0.4674","1.4979","0.5447"
"8/1/17","1.9493","0.4583","1.6711","0.4655","1.5023","0.5422"
"8/2/17","1.9499","0.4578","1.6665","0.4611","1.5063","0.5409"
"8/3/17","1.9523","0.4578","1.6589","0.4596","1.5053","0.5405"
"8/4/17","1.9537","0.4596","1.6535","0.4590","1.5068","0.5433"
"8/7/17","1.9532","0.4612","1.6473","0.4604","1.5056","0.5460"
"8/8/17","1.9549","0.4600","1.6402","0.4631","1.5015","0.5444"
"8/9/17","1.9573","0.4569","1.6384","0.4653","1.5014","0.5389"
"8/10/17","1.9573","0.4515","1.6392","0.4595","1.5018","0.5268"
"8/11/17","1.9585","0.4456","1.6387","0.4552","1.5003","0.5139"
"8/14/17","1.9600","0.4418","1.6387","0.4551","1.4998","0.5025"
"8/15/17","1.9570","0.4399","1.6397","0.4523","1.5015","0.4969"
"8/16/17","1.9577","0.4392","1.6376","0.4515","1.5006","0.4969"
"8/17/17","1.9601","0.4371","1.6335","0.4532","1.4995","0.5035"
"8/18/17","1.9588","0.4368","1.6323","0.4527","1.4987","0.5063"
"8/21/17","1.9580","0.4336","1.6287","0.4456","1.4981","0.5099"
"8/22/17","1.9558","0.4295","1.6270","0.4460","1.4977","0.5110"
"8/23/17","1.9503","0.4260","1.6205","0.4447","1.4971","0.5085"
"8/24/17","1.9433","0.4267","1.6176","0.4472","1.4974","0.5081"
"8/25/17","1.9421","0.4274","1.6151","0.4485","1.4988","0.5186"
"8/28/17","1.9430","0.4288","1.6161","0.4538","1.4988","0.5238"
"8/29/17","1.9484","0.4296","1.6149","0.4533","1.5020","0.5289"
"8/30/17","1.9534","0.4313","1.6226","0.4544","1.5104","0.5407"
"8/31/17","1.9611","0.4333","1.6326","0.4582","1.5103","0.5518"
"9/1/17","1.9671","0.4336","1.6390","0.4633","1.5076","0.5540"
"9/4/17","1.9714","0.4328","1.6452","0.4663","1.5039","0.5550"
"9/5/17","1.9747","0.4299","1.6539","0.4684","1.5033","0.5557"
"9/6/17","1.9774","0.4285","1.6621","0.4693","1.4960","0.5519"
"9/7/17","1.9783","0.4272","1.6615","0.4681","1.4978","0.5493"
"9/8/17","1.9780","0.4260","1.6615","0.4649","1.4972","0.5459"
"9/11/17","1.9789","0.4256","1.6636","0.4675","1.4940","0.5446"
"9/12/17","1.9773","0.4279","1.6644","0.4720","1.4892","0.5448"
"9/13/17","1.9728","0.4279","1.6599","0.4783","1.4889","0.5499"
"9/14/17","1.9702","0.4275","1.6583","0.4820","1.4864","0.5587"
"9/15/17","1.9628","0.4240","1.6599","0.4857","1.4939","0.5688"
"9/18/17","1.9538","0.4251","1.6553","0.4874","1.4983","0.5824"
"9/19/17","1.9475","0.4251","1.6488","0.4877","1.5062","0.5938"
"9/20/17","1.9428","0.4227","1.6473","0.4851","1.5052","0.5980"
"9/21/17","1.9321","0.4194","1.6438","0.4849","1.5021","0.5983"
